下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0004,s000011,1,"[[8000.0, 2000.0], [8001.3, 2024.9], [7639.7, 2042.9], [7638.4, 2017.9], [8000.0, 2000.0]]","0, 180",M0004
L0004,s000012,1,"[[8000.0, 3000.0], [8214.2, 3000.0], [8221.5, 3041.7], [8263.0, 3041.7], [8277.4, 3041.6], [8287.1, 3041.6], [8296.7, 3041.5], [8315.7, 3041.3], [8339.7, 3040.5], [8363.7, 3039.1], [8380.4, 3037.9], [8397.0, 3036.7], [8437.8, 3033.8], [8475.4, 3031.3], [8510.6, 3029.1], [8559.3, 3026.4], [8579.0, 3025.3], [8598.6, 3024.3], [8621.4, 3023.5], [8632.8, 3023.2], [8644.1, 3023.1], [8663.9, 3023.2], [8683.7, 3023.3], [8699.8, 3023.2], [8707.9, 3023.3], [8715.9, 3023.5], [8726.3, 3023.9], [8736.7, 3024.5], [8744.0, 3024.8], [8751.4, 3025.1], [8758.2, 3025.5], [8765.0, 3025.9], [8771.6, 3026.4], [8774.7, 3026.6], [8777.6, 3026.8], [8777.7, 3038.1], [8777.7, 3049.2], [8777.8, 3061.4], [8778.1, 3073.7], [8779.0, 3085.5], [8780.3, 3097.3], [8780.9, 3102.0], [8781.6, 3106.7], [8782.6, 3111.3], [8783.9, 3115.8], [8785.4, 3120.0], [8787.2, 3124.0], [8789.1, 3127.4], [8791.3, 3130.8], [8793.2, 3133.7], [8795.4, 3136.4], [8797.8, 3139.0], [8800.4, 3141.5], [8797.1, 3147.7], [8794.9, 3151.8], [8793.6, 3154.3], [8790.0, 3161.2], [8788.1, 3164.8], [8786.3, 3168.2], [8778.7, 3182.7], [8771.3, 3197.2], [8763.0, 3214.0], [8755.2, 3230.8], [8749.2, 3244.3], [8743.3, 3257.9], [8738.3, 3269.4], [8733.3, 3281.1], [8730.6, 3287.6], [8728.8, 3292.2], [8726.6, 3297.8], [8724.5, 3303.2], [8723.2, 3306.9], [8721.9, 3310.6], [8720.5, 3314.4], [8719.1, 3318.6], [8715.9, 3317.8], [8713.0, 3317.0], [8710.3, 3316.3], [8707.7, 3315.6], [8702.8, 3314.4], [8698.1, 3313.4], [8694.4, 3312.6], [8690.5, 3311.9], [8682.5, 3310.5], [8674.3, 3309.2], [8666.1, 3308.1], [8653.0, 3306.6], [8640.0, 3305.2], [8629.7, 3304.2], [8619.4, 3303.4], [8613.4, 3303.0], [8607.4, 3302.9], [8603.2, 3302.8], [8595.2, 3302.6], [8586.1, 3302.5], [8577.1, 3302.3], [8560.0, 3302.3], [8556.3, 3302.4], [8552.4, 3302.5], [8550.4, 3302.6], [8548.2, 3302.7], [8545.8, 3302.7], [8543.3, 3302.8], [8540.6, 3314.5], [8537.1, 3313.9], [8533.4, 3313.3], [8529.5, 3312.6], [8525.6, 3311.9], [8517.3, 3310.5], [8508.6, 3309.0], [8499.8, 3307.5], [8481.8, 3304.7], [8473.0, 3303.3], [8466.0, 3302.3], [8459.1, 3301.4], [8445.5, 3299.4], [8431.8, 3297.3], [8418.0, 3295.1], [8399.3, 3292.6], [8383.1, 3290.5], [8366.9, 3288.6], [8363.6, 3288.2], [8358.8, 3287.8], [8350.7, 3287.1], [8342.5, 3286.6], [8334.4, 3286.3], [8324.3, 3286.1], [8314.2, 3286.1], [8288.9, 3286.0], [8273.4, 3286.0], [8257.9, 3286.4], [8246.9, 3286.9], [8235.9, 3287.5], [8213.8, 3289.0], [8170.4, 3291.7], [8114.7, 3295.2], [8064.5, 3298.3], [8046.4, 3299.4], [8028.2, 3300.4], [8010.1, 3301.2], [7999.7, 3301.5], [7992.0, 3301.7], [7976.8, 3301.9], [7961.4, 3302.0], [7950.8, 3302.1], [7940.1, 3302.2], [7929.7, 3302.3], [7924.7, 3302.4], [7919.8, 3302.4], [7919.2, 3056.7], [7919.0, 3000.0], [8000.0, 3000.0]]","0, 180",M0004
L0004,s000013,1,"[[10000.0, 1000.0], [9945.9, 1007.6], [9975.2, 866.9], [10027.8, 866.8], [10000.0, 1000.0]]","0, 180",M0004
L0004,s000014,1,"[[10000.0, 2000.0], [10000.5, 2004.0], [10001.8, 2011.3], [10003.6, 2018.7], [10005.5, 2025.8], [10006.7, 2030.7], [10007.4, 2033.2], [10008.0, 2035.9], [10007.1, 2044.4], [9994.2, 2046.3], [9981.2, 2048.0], [9968.1, 2049.6], [9955.0, 2051.1], [9932.7, 2053.9], [9914.7, 2056.0], [9896.6, 2058.1], [9879.1, 2060.1], [9867.6, 2061.5], [9838.5, 2064.5], [9810.4, 2067.0], [9782.3, 2069.2], [9748.0, 2071.5], [9722.1, 2073.2], [9705.4, 2074.3], [9688.7, 2075.2], [9667.7, 2076.0], [9646.7, 2076.7], [9630.4, 2077.3], [9614.1, 2077.9], [9603.5, 2078.2], [9592.9, 2078.3], [9481.0, 2078.3], [9473.9, 2078.2], [9461.7, 2078.2], [9457.4, 2078.1], [9452.9, 2078.1], [9448.0, 2078.0], [9442.5, 2078.0], [9439.5, 2077.9], [9436.4, 2077.9], [9436.5, 2075.2], [9436.6, 2072.7], [9436.7, 2070.5], [9436.8, 2068.4], [9436.9, 2064.7], [9437.1, 2061.2], [9437.2, 2056.3], [9437.4, 2051.0], [9437.5, 2045.5], [9437.7, 2039.8], [9438.0, 2028.1], [9438.4, 2016.3], [9439.0, 2003.9], [9439.6, 1991.8], [9440.3, 1979.8], [9441.0, 1967.7], [9441.6, 1957.6], [9442.3, 1947.3], [9442.8, 1937.0], [9443.4, 1926.7], [9444.0, 1916.6], [9444.6, 1906.8], [9445.1, 1897.3], [9445.6, 1888.2], [9453.7, 1887.9], [9461.6, 1887.6], [9476.9, 1887.1], [9495.6, 1886.6], [9514.4, 1886.3], [9524.2, 1886.2], [9539.9, 1886.1], [9565.3, 1886.3], [9590.6, 1886.8], [9615.9, 1887.4], [9675.2, 1889.3], [9706.7, 1890.4], [9738.1, 1891.6], [9762.2, 1892.5], [9774.2, 1892.9], [9786.2, 1893.0], [9803.1, 1892.9], [9820.0, 1892.7], [9829.7, 1892.6], [9839.3, 1892.3], [9849.0, 1891.7], [9856.3, 1891.1], [9863.5, 1890.3], [9873.5, 1889.3], [9883.5, 1888.1], [9888.3, 1887.4], [9896.5, 1886.2], [9909.4, 1884.0], [9938.5, 1878.4], [9968.8, 1872.5], [9982.6, 1869.8], [9996.3, 1867.4], [10004.1, 1866.3], [10011.8, 1865.3], [10027.4, 1863.6], [10045.9, 1861.7], [10055.0, 1860.8], [10063.9, 1859.9], [10065.7, 1872.8], [10060.0, 1876.1], [10054.2, 1879.6], [10049.1, 1882.9], [10044.2, 1886.5], [10039.5, 1890.3], [10034.9, 1894.3], [10028.5, 1900.7], [10025.5, 1904.0], [10022.7, 1907.5], [10019.6, 1911.9], [10016.7, 1916.4], [10014.0, 1921.0], [10011.6, 1925.8], [10008.4, 1932.4], [10005.7, 1939.2], [10003.0, 1947.1], [10001.0, 1955.2], [9999.6, 1962.1], [9999.1, 1965.6], [9998.8, 1969.1], [9998.6, 1974.9], [9998.7, 1980.8], [9999.0, 1988.8], [9999.6, 1996.7], [10000.0, 2000.0]]","0, 180",M0004
L0004,s000015,1,"[[10000.0, 3000.0], [9950.0, 3000.0], [9706.1, 3038.3], [9694.7, 3050.1], [9694.7, 3100.1], [9695.9, 3100.7], [9697.0, 3101.3], [9699.1, 3102.4], [9707.1, 3106.8], [9711.2, 3109.2], [9715.2, 3111.7], [9720.1, 3114.8], [9724.8, 3118.0], [9726.9, 3119.5], [9729.0, 3121.1], [9731.0, 3122.8], [9732.9, 3124.6], [9734.6, 3126.3], [9736.2, 3128.0], [9739.3, 3131.7], [9742.1, 3135.4], [9743.4, 3137.2], [9744.6, 3138.9], [9748.9, 3139.5], [9753.1, 3140.1], [9761.1, 3141.1], [9766.3, 3141.7], [9771.7, 3142.3], [9782.5, 3143.3], [9790.0, 3143.8], [9797.5, 3144.1], [9803.1, 3144.2], [9853.1, 3144.2], [9858.7, 3144.1], [9869.8, 3143.9], [9884.5, 3143.8], [9891.8, 3143.7], [9899.2, 3143.5], [9907.4, 3143.2], [9915.5, 3142.7], [9923.7, 3142.2], [9931.8, 3141.6], [9948.3, 3140.4], [9956.6, 3139.7], [9965.0, 3139.0], [9976.6, 3137.9], [9988.1, 3136.8], [9993.8, 3136.2], [9999.4, 3135.6], [10004.9, 3135.0], [10010.1, 3134.4], [10010.1, 3084.4], [10000.0, 3000.0]]","0, 180",M0004
L0004,s000016,1,"[[12000.0, 1000.0], [12006.9, 998.2], [12023.6, 993.8], [12040.4, 989.4], [12048.7, 987.3], [12056.8, 985.2], [12064.7, 983.2], [12072.3, 981.3], [12079.6, 979.5], [12086.6, 977.7], [12098.3, 1015.6], [12100.5, 1015.1], [12102.5, 1014.6], [12104.2, 1014.2], [12108.7, 1013.0], [12111.5, 1012.3], [12115.4, 1011.4], [12119.5, 1010.3], [12123.8, 1009.2], [12128.3, 1008.1], [12137.6, 1005.8], [12146.9, 1003.5], [12158.9, 1000.6], [12170.5, 997.9], [12182.0, 995.2], [12193.5, 992.6], [12206.6, 989.6], [12219.7, 986.7], [12233.0, 983.9], [12246.3, 981.3], [12266.2, 977.7], [12277.0, 975.7], [12287.9, 973.9], [12304.1, 971.4], [12320.4, 969.2], [12337.2, 967.3], [12354.1, 965.6], [12374.3, 964.0], [12394.5, 962.7], [12415.8, 961.5], [12437.1, 960.4], [12453.7, 959.8], [12470.3, 959.6], [12482.1, 959.8], [12493.9, 960.1], [12515.1, 960.8], [12536.4, 961.8], [12549.0, 962.5], [12561.6, 963.3], [12573.9, 964.0], [12580.0, 964.4], [12585.8, 964.7], [12592.5, 965.1], [12599.2, 965.4], [12602.7, 965.6], [12606.4, 965.8], [12610.3, 965.9], [12614.4, 966.1], [12614.4, 977.1], [12609.8, 980.2], [12605.4, 983.2], [12596.9, 988.9], [12591.1, 992.8], [12585.1, 996.7], [12573.0, 1004.7], [12559.7, 1013.1], [12546.5, 1021.3], [12535.0, 1028.3], [12523.6, 1035.6], [12515.5, 1041.2], [12507.6, 1047.2], [12500.7, 1053.1], [12494.3, 1059.5], [12491.9, 1062.3], [12489.6, 1065.2], [12487.4, 1068.2], [12485.5, 1071.3], [12483.6, 1074.9], [12481.9, 1078.7], [12480.5, 1082.6], [12479.4, 1086.5], [12478.6, 1090.0], [12478.0, 1093.5], [12477.0, 1100.5], [12476.2, 1110.1], [12475.5, 1120.5], [12475.1, 1130.8], [12475.1, 1137.0], [12475.3, 1143.1], [12475.5, 1145.1], [12475.7, 1149.3], [12476.3, 1155.5], [12477.3, 1163.6], [12478.6, 1171.7], [12479.9, 1179.6], [12481.3, 1187.2], [12478.6, 1195.2], [12475.1, 1194.8], [12471.8, 1194.5], [12468.7, 1194.2], [12465.7, 1193.9], [12459.9, 1193.3], [12454.3, 1192.7], [12449.2, 1192.2], [12444.0, 1191.7], [12433.3, 1190.6], [12422.4, 1189.5], [12411.5, 1188.4], [12392.5, 1186.5], [12384.3, 1185.7], [12373.8, 1184.8], [12362.3, 1184.0], [12350.8, 1183.3], [12327.6, 1182.5], [12313.6, 1182.2], [12299.6, 1182.1], [12280.8, 1182.4], [12261.9, 1182.8], [12246.6, 1183.1], [12231.3, 1183.7], [12222.1, 1184.2], [12212.9, 1184.8], [12194.5, 1186.2], [12173.2, 1187.8], [12152.0, 1189.5], [12116.6, 1192.8], [12104.3, 1194.1], [12090.8, 1195.6], [12070.2, 1198.1], [12049.7, 1201.0], [12029.8, 1204.0], [12009.8, 1207.3], [11972.5, 1222.5], [11969.5, 1210.5], [11966.6, 1198.7], [11960.9, 1175.4], [11955.2, 1152.3], [11949.5, 1129.1], [11942.9, 1102.3], [11936.3, 1075.5], [11929.7, 1048.8], [11926.5, 1035.6], [11923.3, 1022.6], [11926.6, 1021.5], [11929.8, 1020.5], [11932.8, 1019.5], [11935.6, 1018.7], [11938.2, 1017.8], [11940.7, 1017.0], [11945.3, 1015.6], [11949.6, 1014.3], [11953.6, 1013.0], [11957.5, 1011.9], [11961.5, 1010.7], [11968.2, 1008.7], [11975.3, 1006.7], [11982.8, 1004.6], [11990.6, 1002.5], [11998.6, 1000.3], [12000.0, 1000.0]]","0, 180",M0004
L0004,s000017,1,"[[12000.0, 2000.0], [12000.5, 1998.0], [12002.6, 1987.9], [12004.9, 1977.6], [12007.1, 1967.2], [12009.4, 1956.5], [12013.9, 1935.0], [12018.4, 1913.4], [12022.6, 1892.0], [12025.0, 1879.9], [12027.2, 1868.1], [12029.3, 1856.7], [12030.4, 1851.1], [12031.4, 1845.8], [12032.4, 1840.1], [12033.5, 1834.3], [12034.1, 1831.3], [12034.7, 1828.0], [12035.4, 1824.6], [12036.0, 1820.9], [12074.4, 1832.8], [12080.5, 1833.8], [12086.4, 1834.7], [12092.1, 1835.6], [12097.7, 1836.4], [12108.7, 1838.0], [12114.0, 1838.7], [12119.7, 1839.5], [12134.7, 1841.3], [12149.9, 1842.9], [12168.4, 1844.5], [12180.7, 1845.7], [12209.6, 1848.1], [12225.2, 1849.4], [12240.8, 1850.6], [12255.5, 1851.4], [12270.1, 1852.0], [12283.7, 1852.5], [12297.2, 1853.0], [12310.1, 1853.3], [12323.0, 1853.4], [12348.7, 1853.4], [12363.4, 1853.2], [12378.1, 1852.9], [12391.7, 1852.2], [12405.3, 1851.4], [12418.2, 1850.4], [12431.1, 1849.3], [12444.5, 1847.9], [12456.8, 1846.6], [12475.9, 1844.3], [12495.2, 1841.8], [12516.6, 1838.6], [12527.2, 1836.9], [12537.7, 1835.2], [12538.4, 1836.9], [12540.4, 1841.4], [12542.7, 1846.5], [12545.4, 1851.5], [12547.2, 1854.2], [12549.2, 1856.8], [12551.3, 1859.0], [12553.6, 1861.1], [12554.5, 1861.7], [12556.0, 1862.7], [12558.6, 1864.2], [12561.3, 1865.5], [12564.0, 1866.6], [12567.1, 1867.8], [12578.3, 1871.8], [12592.9, 1876.4], [12607.5, 1880.8], [12616.2, 1883.4], [12624.9, 1886.1], [12632.0, 1888.6], [12639.1, 1891.4], [12653.2, 1897.1], [12659.0, 1899.5], [12664.8, 1902.0], [12672.4, 1905.6], [12679.9, 1909.6], [12687.1, 1913.8], [12694.0, 1918.4], [12701.5, 1924.3], [12708.5, 1930.7], [12713.4, 1935.9], [12718.0, 1941.3], [12721.4, 1946.1], [12724.5, 1951.1], [12726.8, 1955.1], [12728.9, 1959.0], [12730.9, 1963.1], [12732.7, 1967.3], [12734.9, 1973.1], [12736.6, 1979.0], [12738.1, 1985.7], [12739.3, 1992.5], [12740.5, 2001.4], [12741.0, 2007.4], [12741.1, 2010.4], [12741.1, 2014.1], [12740.9, 2016.8], [12740.6, 2020.1], [12739.6, 2026.6], [12738.3, 2033.0], [12736.7, 2039.3], [12734.8, 2045.5], [12733.3, 2049.5], [12731.7, 2053.4], [12729.9, 2057.2], [12727.9, 2060.9], [12725.2, 2065.7], [12722.2, 2070.2], [12717.5, 2076.9], [12712.3, 2083.2], [12706.6, 2089.3], [12700.7, 2095.3], [12695.2, 2100.7], [12689.7, 2105.9], [12684.8, 2110.1], [12679.6, 2114.4], [12678.7, 2124.4], [12674.2, 2124.4], [12669.9, 2124.5], [12661.7, 2124.6], [12645.9, 2124.6], [12634.4, 2124.5], [12622.6, 2124.4], [12598.6, 2124.0], [12582.5, 2123.8], [12566.6, 2123.6], [12550.7, 2123.2], [12534.8, 2122.5], [12521.2, 2121.5], [12507.5, 2120.3], [12467.1, 2116.6], [12446.9, 2114.6], [12426.7, 2112.4], [12408.3, 2110.2], [12389.8, 2107.7], [12371.2, 2104.9], [12352.6, 2101.7], [12342.8, 2099.7], [12333.0, 2097.6], [12313.4, 2093.1], [12293.9, 2088.3], [12274.4, 2083.2], [12244.4, 2075.3], [12229.5, 2071.3], [12214.8, 2067.3], [12204.0, 2064.3], [12202.5, 2064.0], [12190.2, 2060.6], [12177.8, 2057.1], [12164.9, 2053.5], [12152.9, 2091.7], [12146.1, 2089.8], [12138.8, 2087.8], [12131.2, 2085.8], [12123.4, 2083.6], [12115.3, 2081.5], [12107.1, 2079.2], [12090.3, 2074.8], [12073.6, 2070.4], [12067.2, 2068.8], [12065.4, 2068.3], [12057.3, 2066.2], [12049.5, 2064.3], [12041.9, 2062.5], [12034.7, 2060.8], [12027.9, 2059.2], [12023.9, 2058.3], [12019.9, 2057.4], [12015.8, 2056.6], [12011.4, 2055.7], [12006.7, 2054.7], [12004.1, 2054.2], [12001.4, 2053.7], [11998.5, 2053.1], [11995.4, 2052.5], [11992.2, 2051.9], [11988.7, 2051.2], [11990.4, 2043.4], [11992.3, 2035.1], [11994.2, 2026.4], [11996.2, 2017.3], [11998.3, 2007.8], [12000.0, 2000.0]]","0, 180",M0004
L0004,s000018,1,"[[12000.0, 3000.0], [12000.0, 3068.0], [11798.8, 3068.0], [11798.8, 3000.0], [12000.0, 3000.0]]","0, 180",M0004
L0004,s000019,1,"[[14000.0, 1000.0], [14000.2, 997.4], [14000.7, 992.8], [14001.4, 988.4], [14002.2, 984.3], [14003.0, 980.6], [14003.5, 978.7], [14004.0, 976.7], [14004.4, 975.5], [14004.8, 974.2], [14005.7, 971.0], [14025.3, 976.6], [14039.5, 980.8], [14044.7, 982.3], [14083.3, 993.4], [14123.5, 1004.8], [14163.7, 1016.1], [14190.5, 1023.4], [14217.2, 1030.4], [14232.1, 1034.2], [14247.0, 1037.7], [14256.7, 1039.8], [14266.3, 1041.9], [14275.4, 1044.1], [14284.4, 1046.2], [14300.2, 1049.6], [14316.1, 1052.8], [14335.4, 1056.6], [14354.8, 1060.2], [14364.8, 1061.9], [14374.8, 1063.4], [14384.8, 1064.8], [14394.8, 1066.0], [14405.5, 1067.1], [14416.2, 1068.0], [14437.6, 1069.6], [14488.6, 1073.1], [14514.1, 1074.7], [14539.6, 1075.9], [14562.0, 1076.7], [14584.4, 1077.3], [14620.1, 1077.9], [14638.0, 1078.0], [14655.8, 1078.1], [14670.3, 1077.9], [14691.8, 1077.4], [14702.6, 1077.1], [14713.6, 1076.7], [14723.9, 1076.4], [14734.4, 1076.1], [14742.0, 1075.8], [14755.2, 1075.4], [14765.4, 1075.1], [14775.4, 1074.7], [14785.1, 1074.3], [14794.5, 1074.0], [14803.1, 1073.6], [14807.5, 1073.4], [14812.0, 1073.2], [14816.7, 1073.0], [14821.8, 1072.7], [14827.2, 1072.5], [14833.1, 1072.2], [14805.3, 1163.5], [14800.0, 1204.3], [14793.5, 1204.3], [14786.7, 1204.4], [14772.5, 1204.4], [14765.1, 1204.5], [14757.5, 1204.5], [14742.0, 1204.6], [14726.2, 1204.7], [14678.3, 1204.7], [14663.3, 1204.6], [14648.5, 1204.5], [14619.2, 1204.3], [14589.8, 1203.9], [14575.0, 1203.5], [14560.2, 1203.0], [14549.0, 1202.5], [14530.3, 1201.5], [14511.7, 1200.0], [14498.7, 1198.7], [14485.9, 1197.2], [14471.0, 1195.3], [14463.5, 1194.2], [14455.8, 1192.9], [14441.8, 1190.4], [14427.9, 1187.7], [14421.1, 1186.3], [14414.5, 1184.9], [14408.2, 1183.6], [14402.2, 1182.3], [14402.9, 1178.0], [14396.2, 1176.9], [14389.9, 1175.8], [14383.8, 1174.7], [14377.9, 1173.7], [14366.4, 1171.7], [14355.1, 1169.6], [14346.3, 1167.9], [14337.3, 1166.2], [14319.0, 1162.6], [14300.5, 1158.8], [14282.0, 1155.0], [14266.5, 1151.8], [14251.2, 1148.5], [14235.9, 1145.1], [14220.8, 1141.5], [14205.4, 1137.5], [14190.1, 1133.2], [14174.9, 1128.5], [14159.8, 1123.4], [14146.8, 1118.6], [14133.8, 1113.7], [14108.0, 1103.9], [14096.9, 1099.6], [14085.9, 1095.0], [14075.0, 1090.2], [14064.2, 1085.2], [14053.6, 1079.7], [14043.3, 1073.9], [14033.4, 1067.5], [14028.5, 1064.1], [14023.8, 1060.6], [14020.0, 1057.6], [14016.3, 1054.4], [14013.8, 1051.8], [14011.3, 1049.1], [14009.1, 1046.2], [14007.1, 1043.2], [14005.5, 1040.3], [14004.0, 1037.2], [14002.9, 1034.1], [14001.9, 1030.9], [14001.1, 1027.5], [14000.5, 1024.1], [14000.0, 1020.6], [13999.7, 1017.1], [13999.5, 1012.2], [13999.5, 1007.2], [13999.8, 1002.3], [14000.0, 1000.0]]","0, 180",M0004
L0004,s000020,1,"[[14000.0, 2000.0], [14000.0, 2060.7], [13867.7, 2060.7], [13867.7, 2000.0], [14000.0, 2000.0]]","0, 180",M0004
L0004,s000021,1,"[[14000.0, 3000.0], [13998.8, 3005.4], [13997.9, 3009.3], [13996.4, 3017.2], [13995.0, 3025.0], [13993.6, 3034.8], [13991.9, 3049.0], [13990.9, 3062.7], [13990.4, 3072.9], [13990.0, 3081.5], [13989.8, 3086.0], [13989.6, 3090.7], [13989.5, 3092.5], [13989.3, 3095.0], [13989.2, 3097.4], [13989.0, 3099.6], [13989.0, 3101.5], [13988.9, 3102.7], [13988.9, 3107.3], [13989.0, 3109.2], [13989.2, 3111.4], [13989.3, 3113.8], [13989.4, 3116.4], [13989.5, 3118.1], [13989.8, 3122.8], [13990.0, 3127.3], [13990.3, 3135.9], [13990.5, 3141.0], [13990.7, 3146.1], [13991.7, 3159.9], [13993.3, 3174.0], [13994.7, 3183.8], [13996.0, 3191.7], [13997.5, 3199.6], [13998.4, 3203.5], [13999.6, 3208.9], [14001.1, 3216.0], [14002.6, 3222.9], [14004.5, 3230.5], [14006.4, 3236.7], [14008.4, 3243.0], [14010.6, 3249.4], [14013.0, 3255.8], [14015.0, 3261.1], [14017.6, 3268.2], [14019.1, 3271.8], [14020.5, 3275.7], [14026.8, 3291.9], [13943.2, 3365.4], [13872.2, 3337.4], [13875.7, 3317.3], [13876.2, 3314.4], [13877.0, 3310.0], [13877.8, 3305.3], [13878.5, 3301.1], [13879.2, 3297.0], [13880.1, 3291.3], [13881.1, 3284.7], [13882.1, 3276.8], [13883.0, 3269.1], [13883.6, 3262.9], [13884.2, 3255.3], [13884.5, 3250.5], [13884.8, 3244.8], [13884.9, 3241.7], [13884.9, 3235.3], [13884.6, 3230.9], [13884.0, 3226.2], [13883.5, 3222.5], [13882.9, 3218.6], [13881.2, 3208.3], [13879.6, 3198.7], [13877.7, 3185.0], [13876.5, 3174.1], [13875.2, 3160.1], [13874.5, 3150.1], [13874.2, 3144.8], [13873.7, 3136.3], [13873.2, 3124.8], [13873.1, 3117.9], [13872.8, 3104.6], [13872.8, 3101.2], [13872.9, 3100.4], [13873.1, 3090.4], [13873.3, 3083.5], [13873.9, 3072.0], [13874.4, 3063.5], [13874.7, 3058.2], [13875.5, 3048.2], [13876.8, 3034.3], [13878.1, 3023.4], [13880.0, 3009.6], [13881.6, 3000.1], [13882.5, 2994.8], [13883.4, 2989.7], [13884.0, 2985.9], [13884.5, 2982.2], [13885.1, 2977.5], [13885.4, 2973.0], [13885.5, 2969.6], [13885.5, 2966.7], [13885.4, 2963.6], [13885.1, 2957.9], [13884.9, 2953.1], [13884.2, 2945.4], [13883.6, 2939.3], [13882.8, 2931.6], [13881.8, 2923.6], [13880.9, 2917.1], [13880.0, 2911.4], [13879.3, 2907.2], [13878.6, 2903.0], [13877.6, 2896.8], [13877.1, 2893.8], [13876.6, 2891.0], [13873.2, 2870.9], [13944.3, 2843.2], [14027.6, 2917.0], [14021.2, 2933.2], [14019.8, 2937.0], [14017.6, 2942.5], [14015.6, 2947.8], [14013.6, 2953.1], [14011.2, 2959.5], [14009.0, 2965.9], [14006.9, 2972.2], [14005.1, 2978.4], [14003.1, 2986.0], [14001.6, 2992.8], [14000.0, 3000.0]]","0, 180",M0004
L0004,s000022,1,"[[16000.0, 1000.0], [15995.8, 1051.8], [15972.7, 1051.7], [15945.8, 1051.7], [15943.0, 1051.8], [15934.5, 1051.8], [15930.9, 1051.7], [15920.1, 1051.7], [15916.6, 1051.3], [15914.4, 1050.9], [15912.5, 1050.5], [15911.1, 1050.2], [15909.8, 1049.9], [15908.8, 1049.6], [15907.7, 1049.4], [15906.4, 1049.0], [15905.0, 1048.6], [15903.5, 1048.1], [15902.0, 1047.4], [15900.2, 1046.6], [15898.3, 1045.6], [15897.2, 1045.0], [15895.6, 1043.9], [15894.2, 1042.9], [15893.0, 1042.0], [15892.0, 1041.1], [15891.2, 1040.3], [15890.4, 1039.6], [15888.1, 1037.3], [15887.4, 1036.6], [15886.5, 1035.7], [15885.6, 1034.7], [15884.5, 1033.5], [15882.4, 1030.7], [15880.3, 1026.9], [15879.5, 1024.9], [15878.8, 1023.1], [15878.2, 1021.3], [15877.7, 1019.8], [15877.1, 1017.0], [15876.7, 1015.5], [15876.5, 1013.9], [15876.1, 1011.5], [15875.9, 1009.0], [15875.8, 1007.3], [15875.7, 1005.8], [15875.7, 995.1], [15875.8, 991.4], [15875.9, 988.3], [15876.2, 982.4], [15876.6, 976.6], [15877.0, 971.4], [15878.1, 956.5], [15879.0, 944.3], [15879.9, 932.2], [15880.8, 919.8], [15882.0, 906.5], [15883.1, 893.6], [15883.9, 883.4], [15885.1, 868.6], [15885.5, 864.6], [15886.5, 854.7], [15886.9, 851.7], [15887.7, 845.9], [15888.1, 843.4], [15888.5, 841.2], [15889.0, 838.8], [15889.3, 837.4], [15889.6, 836.2], [15889.8, 835.3], [15890.0, 834.4], [15890.2, 833.5], [15890.5, 832.5], [15890.8, 831.3], [15891.2, 829.8], [15891.7, 828.0], [15892.3, 826.1], [15894.1, 822.0], [15896.2, 818.5], [15897.6, 816.3], [15898.9, 814.4], [15900.1, 812.8], [15901.1, 811.5], [15904.3, 807.4], [15908.8, 804.9], [15910.1, 804.2], [15912.3, 803.1], [15915.1, 801.8], [15917.8, 800.6], [15921.0, 799.6], [15925.6, 798.5], [15929.3, 798.0], [15932.8, 797.7], [15936.0, 797.8], [15940.0, 798.1], [15942.6, 798.4], [15943.8, 798.6], [15944.9, 798.8], [15948.1, 799.4], [15954.2, 800.6], [15959.4, 801.7], [15968.1, 803.6], [15976.3, 805.4], [15981.1, 806.4], [15985.6, 807.4], [15989.9, 808.3], [15993.7, 809.1], [16015.3, 813.6], [16000.0, 1000.0]]","0, 180",M0004
L0004,s000023,1,"[[16000.0, 2000.0], [16000.0, 2207.1], [15838.0, 2207.1], [15838.0, 2000.0], [16000.0, 2000.0]]","0, 180",M0004
L0004,s000024,1,"[[16000.0, 3000.0], [16000.0, 3182.0], [15919.9, 3182.0], [15919.9, 3000.0], [16000.0, 3000.0]]","0, 180",M0004
