i,j,oi,oj,new_poly_i,new_poly_j,nfp,convex_status,vertical_direction
17,3,0,3,"[[0.0, 0.0], [40.0, 0.0], [40.0, 80.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0], [0.0, 0.0]]","[[0.0, 80.0], [0.0, 0.0], [20.0, 20.0], [60.0, 20.0], [80.0, 0.0], [80.0, 80.0], [60.0, 60.0], [20.0, 60.0], [0.0, 80.0]]","[[0.0, 0.0], [40.0, 0.0], [40.0, 160.0], [-120.0, 160.0], [-120.0, 40.0], [-80.0, 40.0], [-80.0, 0.0], [-40.0, 0.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 0]","[[], [], [], [], [], [[2.4492935982947065e-15, 40.0], [40.0, -2.4492935982947065e-15]], [], [], [[-20.0, 20.0], [20.0, 20.0]]]"
17,3,1,0,"[[80.0, 40.0], [80.0, 80.0], [0.0, 80.0], [0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0]]","[[0.0, 0.0], [80.0, 0.0], [60.0, 20.0], [60.0, 60.0], [80.0, 80.0], [0.0, 80.0], [20.0, 60.0], [20.0, 20.0], [0.0, 0.0]]","[[0.0, 0.0], [120.0, 0.0], [120.0, 40.0], [160.0, 40.0], [160.0, 80.0], [140.0, 100.0], [160.0, 120.0], [160.0, 160.0], [0.0, 160.0]]","[1, 1, 0, 1, 1, 0, 1, 1, 1]","[[], [], [[-40.0, 2.4492935982947065e-15], [2.4492935982947065e-15, 40.0]], [], [], [[-20.0, -20.0], [-20.0, 20.0]], [], [], []]"
17,3,1,1,"[[80.0, 40.0], [80.0, 80.0], [0.0, 80.0], [0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0]]","[[80.0, 0.0], [80.0, 80.0], [60.0, 60.0], [20.0, 60.0], [0.0, 80.0], [0.0, 0.0], [20.0, 20.0], [60.0, 20.0], [80.0, 0.0]]","[[0.0, 0.0], [40.0, 0.0], [60.0, 20.0], [80.0, 0.0], [120.0, 0.0], [120.0, 40.0], [160.0, 40.0], [160.0, 160.0], [0.0, 160.0]]","[1, 1, 0, 1, 1, 0, 1, 1, 1]","[[], [], [[-20.0, 20.0], [20.0, 20.0]], [], [], [[-40.0, 2.4492935982947065e-15], [2.4492935982947065e-15, 40.0]], [], [], []]"
17,3,1,2,"[[80.0, 40.0], [80.0, 80.0], [0.0, 80.0], [0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0]]","[[80.0, 80.0], [0.0, 80.0], [20.0, 60.0], [20.0, 20.0], [0.0, 0.0], [80.0, 0.0], [60.0, 20.0], [60.0, 60.0], [80.0, 80.0]]","[[0.0, 0.0], [120.0, 0.0], [120.0, 40.0], [160.0, 40.0], [160.0, 80.0], [140.0, 100.0], [160.0, 120.0], [160.0, 160.0], [0.0, 160.0]]","[1, 1, 0, 1, 1, 0, 1, 1, 1]","[[], [], [[-40.0, 2.4492935982947065e-15], [2.4492935982947065e-15, 40.0]], [], [], [[-20.0, -20.0], [-20.0, 20.0]], [], [], []]"
17,3,1,3,"[[80.0, 40.0], [80.0, 80.0], [0.0, 80.0], [0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0]]","[[0.0, 80.0], [0.0, 0.0], [20.0, 20.0], [60.0, 20.0], [80.0, 0.0], [80.0, 80.0], [60.0, 60.0], [20.0, 60.0], [0.0, 80.0]]","[[0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0], [80.0, 160.0], [-80.0, 160.0], [-80.0, 0.0], [-40.0, 0.0], [-20.0, 20.0]]","[1, 1, 0, 1, 1, 1, 1, 1, 0]","[[], [], [[-40.0, 2.4492935982947065e-15], [2.4492935982947065e-15, 40.0]], [], [], [], [], [], [[-20.0, 20.0], [20.0, 20.0]]]"
17,3,2,0,"[[40.0, 80.0], [0.0, 80.0], [0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [40.0, 40.0], [40.0, 80.0]]","[[0.0, 0.0], [80.0, 0.0], [60.0, 20.0], [60.0, 60.0], [80.0, 80.0], [0.0, 80.0], [20.0, 60.0], [20.0, 20.0], [0.0, 0.0]]","[[0.0, 0.0], [160.0, 0.0], [160.0, 40.0], [140.0, 60.0], [160.0, 80.0], [160.0, 120.0], [120.0, 120.0], [120.0, 160.0], [0.0, 160.0]]","[1, 1, 1, 0, 1, 1, 0, 1, 1]","[[], [], [], [[-20.0, -20.0], [-20.0, 20.0]], [], [], [[-2.4492935982947065e-15, -40.0], [-40.0, 2.4492935982947065e-15]], [], []]"
17,3,2,1,"[[40.0, 80.0], [0.0, 80.0], [0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [40.0, 40.0], [40.0, 80.0]]","[[80.0, 0.0], [80.0, 80.0], [60.0, 60.0], [20.0, 60.0], [0.0, 80.0], [0.0, 0.0], [20.0, 20.0], [60.0, 20.0], [80.0, 0.0]]","[[0.0, 0.0], [160.0, 0.0], [160.0, 120.0], [120.0, 120.0], [120.0, 160.0], [80.0, 160.0], [60.0, 140.0], [40.0, 160.0], [0.0, 160.0]]","[1, 1, 1, 0, 1, 1, 0, 1, 1]","[[], [], [], [[-2.4492935982947065e-15, -40.0], [-40.0, 2.4492935982947065e-15]], [], [], [[20.0, -20.0], [-20.0, -20.0]], [], []]"
17,3,2,2,"[[40.0, 80.0], [0.0, 80.0], [0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [40.0, 40.0], [40.0, 80.0]]","[[80.0, 80.0], [0.0, 80.0], [20.0, 60.0], [20.0, 20.0], [0.0, 0.0], [80.0, 0.0], [60.0, 20.0], [60.0, 60.0], [80.0, 80.0]]","[[0.0, 0.0], [160.0, 0.0], [160.0, 40.0], [140.0, 60.0], [160.0, 80.0], [160.0, 120.0], [120.0, 120.0], [120.0, 160.0], [0.0, 160.0]]","[1, 1, 1, 0, 1, 1, 0, 1, 1]","[[], [], [], [[-20.0, -20.0], [-20.0, 20.0]], [], [], [[-2.4492935982947065e-15, -40.0], [-40.0, 2.4492935982947065e-15]], [], []]"
17,3,2,3,"[[40.0, 80.0], [0.0, 80.0], [0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [40.0, 40.0], [40.0, 80.0]]","[[0.0, 80.0], [0.0, 0.0], [20.0, 20.0], [60.0, 20.0], [80.0, 0.0], [80.0, 80.0], [60.0, 60.0], [20.0, 60.0], [0.0, 80.0]]","[[80.0, 0.0], [80.0, 120.0], [40.0, 120.0], [40.0, 160.0], [0.0, 160.0], [-20.0, 140.0], [-40.0, 160.0], [-80.0, 160.0], [-80.0, 0.0]]","[1, 1, 0, 1, 1, 0, 1, 1, 1]","[[], [], [[-2.4492935982947065e-15, -40.0], [-40.0, 2.4492935982947065e-15]], [], [], [[20.0, -20.0], [-20.0, -20.0]], [], [], []]"
17,3,3,0,"[[0.0, 40.0], [0.0, 0.0], [80.0, 0.0], [80.0, 80.0], [40.0, 80.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 0.0], [80.0, 0.0], [60.0, 20.0], [60.0, 60.0], [80.0, 80.0], [0.0, 80.0], [20.0, 60.0], [20.0, 20.0], [0.0, 0.0]]","[[0.0, 0.0], [160.0, 0.0], [160.0, 160.0], [40.0, 160.0], [40.0, 120.0], [0.0, 120.0], [0.0, 80.0], [20.0, 60.0], [0.0, 40.0]]","[1, 1, 1, 1, 0, 1, 1, 0, 1]","[[], [], [], [], [[40.0, -2.4492935982947065e-15], [-2.4492935982947065e-15, -40.0]], [], [], [[20.0, 20.0], [20.0, -20.0]], []]"
17,3,3,1,"[[0.0, 40.0], [0.0, 0.0], [80.0, 0.0], [80.0, 80.0], [40.0, 80.0], [40.0, 40.0], [0.0, 40.0]]","[[80.0, 0.0], [80.0, 80.0], [60.0, 60.0], [20.0, 60.0], [0.0, 80.0], [0.0, 0.0], [20.0, 20.0], [60.0, 20.0], [80.0, 0.0]]","[[0.0, 0.0], [160.0, 0.0], [160.0, 160.0], [120.0, 160.0], [100.0, 140.0], [80.0, 160.0], [40.0, 160.0], [40.0, 120.0], [0.0, 120.0]]","[1, 1, 1, 1, 0, 1, 1, 0, 1]","[[], [], [], [], [[20.0, -20.0], [-20.0, -20.0]], [], [], [[40.0, -2.4492935982947065e-15], [-2.4492935982947065e-15, -40.0]], []]"
17,3,3,2,"[[0.0, 40.0], [0.0, 0.0], [80.0, 0.0], [80.0, 80.0], [40.0, 80.0], [40.0, 40.0], [0.0, 40.0]]","[[80.0, 80.0], [0.0, 80.0], [20.0, 60.0], [20.0, 20.0], [0.0, 0.0], [80.0, 0.0], [60.0, 20.0], [60.0, 60.0], [80.0, 80.0]]","[[0.0, 0.0], [160.0, 0.0], [160.0, 160.0], [40.0, 160.0], [40.0, 120.0], [0.0, 120.0], [0.0, 80.0], [20.0, 60.0], [0.0, 40.0]]","[1, 1, 1, 1, 0, 1, 1, 0, 1]","[[], [], [], [], [[40.0, -2.4492935982947065e-15], [-2.4492935982947065e-15, -40.0]], [], [], [[20.0, 20.0], [20.0, -20.0]], []]"
17,3,3,3,"[[0.0, 40.0], [0.0, 0.0], [80.0, 0.0], [80.0, 80.0], [40.0, 80.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 80.0], [0.0, 0.0], [20.0, 20.0], [60.0, 20.0], [80.0, 0.0], [80.0, 80.0], [60.0, 60.0], [20.0, 60.0], [0.0, 80.0]]","[[80.0, 0.0], [80.0, 160.0], [40.0, 160.0], [20.0, 140.0], [0.0, 160.0], [-40.0, 160.0], [-40.0, 120.0], [-80.0, 120.0], [-80.0, 0.0]]","[1, 1, 1, 0, 1, 1, 0, 1, 1]","[[], [], [], [[20.0, -20.0], [-20.0, -20.0]], [], [], [[40.0, -2.4492935982947065e-15], [-2.4492935982947065e-15, -40.0]], [], []]"
17,4,0,0,"[[0.0, 0.0], [40.0, 0.0], [40.0, 80.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0], [0.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [80.0, 20.0], [80.0, 80.0], [100.0, 100.0], [0.0, 100.0], [20.0, 80.0], [20.0, 20.0], [0.0, 0.0]]","[[0.0, 0.0], [140.0, 0.0], [140.0, 80.0], [130.0, 90.0], [140.0, 100.0], [140.0, 180.0], [-40.0, 180.0], [-40.0, 140.0], [-20.0, 120.0], [-20.0, 100.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0]]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[[], [], [], [[-10.0, -10.0], [-10.0, 10.0]], [], [], [], [], [[20.0, 20.0], [20.0, -1.2246467991473533e-15]], [[20.0, -1.2246467991473533e-15], [20.0, -20.0]], [], [], [[2.4492935982947065e-15, 40.0], [40.0, -2.4492935982947065e-15]]]"
17,4,0,1,"[[0.0, 0.0], [40.0, 0.0], [40.0, 80.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0], [0.0, 0.0]]","[[100.0, 0.0], [100.0, 100.0], [80.0, 80.0], [20.0, 80.0], [0.0, 100.0], [0.0, 0.0], [20.0, 20.0], [80.0, 20.0], [100.0, 0.0]]","[[0.0, 0.0], [40.0, 0.0], [60.0, 20.0], [80.0, 20.0], [100.0, 0.0], [140.0, 0.0], [140.0, 180.0], [60.0, 180.0], [50.0, 170.0], [40.0, 180.0], [-40.0, 180.0], [-40.0, 40.0], [0.0, 40.0]]","[1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[[], [], [[-20.0, 20.0], [1.2246467991473533e-15, 20.0]], [[1.2246467991473533e-15, 20.0], [20.0, 20.0]], [], [], [], [], [[10.0, -10.0], [-10.0, -10.0]], [], [], [], [[2.4492935982947065e-15, 40.0], [40.0, -2.4492935982947065e-15]]]"
17,4,0,2,"[[0.0, 0.0], [40.0, 0.0], [40.0, 80.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0], [0.0, 0.0]]","[[100.0, 100.0], [0.0, 100.0], [20.0, 80.0], [20.0, 20.0], [0.0, 0.0], [100.0, 0.0], [80.0, 20.0], [80.0, 80.0], [100.0, 100.0]]","[[0.0, 0.0], [140.0, 0.0], [140.0, 80.0], [130.0, 90.0], [140.0, 100.0], [140.0, 180.0], [-40.0, 180.0], [-40.0, 140.0], [-20.0, 120.0], [-20.0, 100.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0]]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[[], [], [], [[-10.0, -10.0], [-10.0, 10.0]], [], [], [], [], [[20.0, 20.0], [20.0, -1.2246467991473533e-15]], [[20.0, -1.2246467991473533e-15], [20.0, -20.0]], [], [], [[2.4492935982947065e-15, 40.0], [40.0, -2.4492935982947065e-15]]]"
17,4,0,3,"[[0.0, 0.0], [40.0, 0.0], [40.0, 80.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0], [0.0, 0.0]]","[[0.0, 100.0], [0.0, 0.0], [20.0, 20.0], [80.0, 20.0], [100.0, 0.0], [100.0, 100.0], [80.0, 80.0], [20.0, 80.0], [0.0, 100.0]]","[[0.0, 0.0], [40.0, 0.0], [40.0, 180.0], [-40.0, 180.0], [-50.0, 170.0], [-60.0, 180.0], [-140.0, 180.0], [-140.0, 40.0], [-100.0, 40.0], [-100.0, 0.0], [-60.0, 0.0], [-40.0, 20.0], [-20.0, 20.0]]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0]","[[], [], [], [], [[10.0, -10.0], [-10.0, -10.0]], [], [], [], [[2.4492935982947065e-15, 40.0], [40.0, -2.4492935982947065e-15]], [], [], [[-20.0, 20.0], [1.2246467991473533e-15, 20.0]], [[1.2246467991473533e-15, 20.0], [20.0, 20.0]]]"
17,4,1,0,"[[80.0, 40.0], [80.0, 80.0], [0.0, 80.0], [0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0]]","[[0.0, 0.0], [100.0, 0.0], [80.0, 20.0], [80.0, 80.0], [100.0, 100.0], [0.0, 100.0], [20.0, 80.0], [20.0, 20.0], [0.0, 0.0]]","[[0.0, 0.0], [140.0, 0.0], [140.0, 40.0], [180.0, 40.0], [180.0, 80.0], [160.0, 100.0], [160.0, 120.0], [180.0, 140.0], [180.0, 180.0], [0.0, 180.0], [0.0, 100.0], [10.0, 90.0], [0.0, 80.0]]","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[[], [], [[-40.0, 2.4492935982947065e-15], [2.4492935982947065e-15, 40.0]], [], [], [[-20.0, -20.0], [-20.0, 1.2246467991473533e-15]], [[-20.0, 1.2246467991473533e-15], [-20.0, 20.0]], [], [], [], [], [[10.0, 10.0], [10.0, -10.0]], []]"
17,4,1,1,"[[80.0, 40.0], [80.0, 80.0], [0.0, 80.0], [0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0]]","[[100.0, 0.0], [100.0, 100.0], [80.0, 80.0], [20.0, 80.0], [0.0, 100.0], [0.0, 0.0], [20.0, 20.0], [80.0, 20.0], [100.0, 0.0]]","[[0.0, 0.0], [40.0, 0.0], [60.0, 20.0], [80.0, 20.0], [100.0, 0.0], [140.0, 0.0], [140.0, 40.0], [180.0, 40.0], [180.0, 180.0], [100.0, 180.0], [90.0, 170.0], [80.0, 180.0], [0.0, 180.0]]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[[], [], [[-20.0, 20.0], [1.2246467991473533e-15, 20.0]], [[1.2246467991473533e-15, 20.0], [20.0, 20.0]], [], [], [[-40.0, 2.4492935982947065e-15], [2.4492935982947065e-15, 40.0]], [], [], [], [[10.0, -10.0], [-10.0, -10.0]], [], []]"
17,4,1,2,"[[80.0, 40.0], [80.0, 80.0], [0.0, 80.0], [0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0]]","[[100.0, 100.0], [0.0, 100.0], [20.0, 80.0], [20.0, 20.0], [0.0, 0.0], [100.0, 0.0], [80.0, 20.0], [80.0, 80.0], [100.0, 100.0]]","[[0.0, 0.0], [140.0, 0.0], [140.0, 40.0], [180.0, 40.0], [180.0, 80.0], [160.0, 100.0], [160.0, 120.0], [180.0, 140.0], [180.0, 180.0], [0.0, 180.0], [0.0, 100.0], [10.0, 90.0], [0.0, 80.0]]","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[[], [], [[-40.0, 2.4492935982947065e-15], [2.4492935982947065e-15, 40.0]], [], [], [[-20.0, -20.0], [-20.0, 1.2246467991473533e-15]], [[-20.0, 1.2246467991473533e-15], [-20.0, 20.0]], [], [], [], [], [[10.0, 10.0], [10.0, -10.0]], []]"
17,4,1,3,"[[80.0, 40.0], [80.0, 80.0], [0.0, 80.0], [0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0]]","[[0.0, 100.0], [0.0, 0.0], [20.0, 20.0], [80.0, 20.0], [100.0, 0.0], [100.0, 100.0], [80.0, 80.0], [20.0, 80.0], [0.0, 100.0]]","[[0.0, 0.0], [40.0, 0.0], [40.0, 40.0], [80.0, 40.0], [80.0, 180.0], [0.0, 180.0], [-10.0, 170.0], [-20.0, 180.0], [-100.0, 180.0], [-100.0, 0.0], [-60.0, 0.0], [-40.0, 20.0], [-20.0, 20.0]]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]","[[], [], [[-40.0, 2.4492935982947065e-15], [2.4492935982947065e-15, 40.0]], [], [], [], [[10.0, -10.0], [-10.0, -10.0]], [], [], [], [], [[-20.0, 20.0], [1.2246467991473533e-15, 20.0]], [[1.2246467991473533e-15, 20.0], [20.0, 20.0]]]"
17,4,2,0,"[[40.0, 80.0], [0.0, 80.0], [0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [40.0, 40.0], [40.0, 80.0]]","[[0.0, 0.0], [100.0, 0.0], [80.0, 20.0], [80.0, 80.0], [100.0, 100.0], [0.0, 100.0], [20.0, 80.0], [20.0, 20.0], [0.0, 0.0]]","[[0.0, 0.0], [180.0, 0.0], [180.0, 40.0], [160.0, 60.0], [160.0, 80.0], [180.0, 100.0], [180.0, 140.0], [140.0, 140.0], [140.0, 180.0], [0.0, 180.0], [0.0, 100.0], [10.0, 90.0], [0.0, 80.0]]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1]","[[], [], [], [[-20.0, -20.0], [-20.0, 1.2246467991473533e-15]], [[-20.0, 1.2246467991473533e-15], [-20.0, 20.0]], [], [], [[-2.4492935982947065e-15, -40.0], [-40.0, 2.4492935982947065e-15]], [], [], [], [[10.0, 10.0], [10.0, -10.0]], []]"
17,4,2,1,"[[40.0, 80.0], [0.0, 80.0], [0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [40.0, 40.0], [40.0, 80.0]]","[[100.0, 0.0], [100.0, 100.0], [80.0, 80.0], [20.0, 80.0], [0.0, 100.0], [0.0, 0.0], [20.0, 20.0], [80.0, 20.0], [100.0, 0.0]]","[[0.0, 0.0], [80.0, 0.0], [90.0, 10.0], [100.0, 0.0], [180.0, 0.0], [180.0, 140.0], [140.0, 140.0], [140.0, 180.0], [100.0, 180.0], [80.0, 160.0], [60.0, 160.0], [40.0, 180.0], [0.0, 180.0]]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[[], [], [[-10.0, 10.0], [10.0, 10.0]], [], [], [], [[-2.4492935982947065e-15, -40.0], [-40.0, 2.4492935982947065e-15]], [], [], [[20.0, -20.0], [-1.2246467991473533e-15, -20.0]], [[-1.2246467991473533e-15, -20.0], [-20.0, -20.0]], [], []]"
17,4,2,2,"[[40.0, 80.0], [0.0, 80.0], [0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [40.0, 40.0], [40.0, 80.0]]","[[100.0, 100.0], [0.0, 100.0], [20.0, 80.0], [20.0, 20.0], [0.0, 0.0], [100.0, 0.0], [80.0, 20.0], [80.0, 80.0], [100.0, 100.0]]","[[0.0, 0.0], [180.0, 0.0], [180.0, 40.0], [160.0, 60.0], [160.0, 80.0], [180.0, 100.0], [180.0, 140.0], [140.0, 140.0], [140.0, 180.0], [0.0, 180.0], [0.0, 100.0], [10.0, 90.0], [0.0, 80.0]]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1]","[[], [], [], [[-20.0, -20.0], [-20.0, 1.2246467991473533e-15]], [[-20.0, 1.2246467991473533e-15], [-20.0, 20.0]], [], [], [[-2.4492935982947065e-15, -40.0], [-40.0, 2.4492935982947065e-15]], [], [], [], [[10.0, 10.0], [10.0, -10.0]], []]"
17,4,2,3,"[[40.0, 80.0], [0.0, 80.0], [0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [40.0, 40.0], [40.0, 80.0]]","[[0.0, 100.0], [0.0, 0.0], [20.0, 20.0], [80.0, 20.0], [100.0, 0.0], [100.0, 100.0], [80.0, 80.0], [20.0, 80.0], [0.0, 100.0]]","[[0.0, 0.0], [80.0, 0.0], [80.0, 140.0], [40.0, 140.0], [40.0, 180.0], [0.0, 180.0], [-20.0, 160.0], [-40.0, 160.0], [-60.0, 180.0], [-100.0, 180.0], [-100.0, 0.0], [-20.0, 0.0], [-10.0, 10.0]]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[[], [], [], [[-2.4492935982947065e-15, -40.0], [-40.0, 2.4492935982947065e-15]], [], [], [[20.0, -20.0], [-1.2246467991473533e-15, -20.0]], [[-1.2246467991473533e-15, -20.0], [-20.0, -20.0]], [], [], [], [], [[-10.0, 10.0], [10.0, 10.0]]]"
17,4,3,0,"[[0.0, 40.0], [0.0, 0.0], [80.0, 0.0], [80.0, 80.0], [40.0, 80.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 0.0], [100.0, 0.0], [80.0, 20.0], [80.0, 80.0], [100.0, 100.0], [0.0, 100.0], [20.0, 80.0], [20.0, 20.0], [0.0, 0.0]]","[[0.0, 0.0], [180.0, 0.0], [180.0, 80.0], [170.0, 90.0], [180.0, 100.0], [180.0, 180.0], [40.0, 180.0], [40.0, 140.0], [0.0, 140.0], [0.0, 100.0], [20.0, 80.0], [20.0, 60.0], [0.0, 40.0]]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1]","[[], [], [], [[-10.0, -10.0], [-10.0, 10.0]], [], [], [], [[40.0, -2.4492935982947065e-15], [-2.4492935982947065e-15, -40.0]], [], [], [[20.0, 20.0], [20.0, -1.2246467991473533e-15]], [[20.0, -1.2246467991473533e-15], [20.0, -20.0]], []]"
17,4,3,1,"[[0.0, 40.0], [0.0, 0.0], [80.0, 0.0], [80.0, 80.0], [40.0, 80.0], [40.0, 40.0], [0.0, 40.0]]","[[100.0, 0.0], [100.0, 100.0], [80.0, 80.0], [20.0, 80.0], [0.0, 100.0], [0.0, 0.0], [20.0, 20.0], [80.0, 20.0], [100.0, 0.0]]","[[0.0, 0.0], [80.0, 0.0], [90.0, 10.0], [100.0, 0.0], [180.0, 0.0], [180.0, 180.0], [140.0, 180.0], [120.0, 160.0], [100.0, 160.0], [80.0, 180.0], [40.0, 180.0], [40.0, 140.0], [0.0, 140.0]]","[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1]","[[], [], [[-10.0, 10.0], [10.0, 10.0]], [], [], [], [], [[20.0, -20.0], [-1.2246467991473533e-15, -20.0]], [[-1.2246467991473533e-15, -20.0], [-20.0, -20.0]], [], [], [[40.0, -2.4492935982947065e-15], [-2.4492935982947065e-15, -40.0]], []]"
17,4,3,2,"[[0.0, 40.0], [0.0, 0.0], [80.0, 0.0], [80.0, 80.0], [40.0, 80.0], [40.0, 40.0], [0.0, 40.0]]","[[100.0, 100.0], [0.0, 100.0], [20.0, 80.0], [20.0, 20.0], [0.0, 0.0], [100.0, 0.0], [80.0, 20.0], [80.0, 80.0], [100.0, 100.0]]","[[0.0, 0.0], [180.0, 0.0], [180.0, 80.0], [170.0, 90.0], [180.0, 100.0], [180.0, 180.0], [40.0, 180.0], [40.0, 140.0], [0.0, 140.0], [0.0, 100.0], [20.0, 80.0], [20.0, 60.0], [0.0, 40.0]]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1]","[[], [], [], [[-10.0, -10.0], [-10.0, 10.0]], [], [], [], [[40.0, -2.4492935982947065e-15], [-2.4492935982947065e-15, -40.0]], [], [], [[20.0, 20.0], [20.0, -1.2246467991473533e-15]], [[20.0, -1.2246467991473533e-15], [20.0, -20.0]], []]"
17,4,3,3,"[[0.0, 40.0], [0.0, 0.0], [80.0, 0.0], [80.0, 80.0], [40.0, 80.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 100.0], [0.0, 0.0], [20.0, 20.0], [80.0, 20.0], [100.0, 0.0], [100.0, 100.0], [80.0, 80.0], [20.0, 80.0], [0.0, 100.0]]","[[0.0, 0.0], [80.0, 0.0], [80.0, 180.0], [40.0, 180.0], [20.0, 160.0], [0.0, 160.0], [-20.0, 180.0], [-60.0, 180.0], [-60.0, 140.0], [-100.0, 140.0], [-100.0, 0.0], [-20.0, 0.0], [-10.0, 10.0]]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]","[[], [], [], [], [[20.0, -20.0], [-1.2246467991473533e-15, -20.0]], [[-1.2246467991473533e-15, -20.0], [-20.0, -20.0]], [], [], [[40.0, -2.4492935982947065e-15], [-2.4492935982947065e-15, -40.0]], [], [], [], [[-10.0, 10.0], [10.0, 10.0]]]"
17,5,0,0,"[[0.0, 0.0], [40.0, 0.0], [40.0, 80.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0], [0.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [60.0, 100.0], [60.0, 120.0], [-20.0, 120.0], [-20.0, 20.0], [0.0, 20.0], [0.0, 0.0]]","[[0.0, 0.0], [120.0, 0.0], [120.0, 180.0], [100.0, 180.0], [100.0, 200.0], [-80.0, 200.0], [-80.0, 60.0], [-40.0, 60.0], [-40.0, 20.0], [0.0, 20.0]]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[[], [], [], [[-1.2246467991473533e-15, -20.0], [-20.0, 1.2246467991473533e-15]], [], [], [], [[2.4492935982947065e-15, 40.0], [40.0, -2.4492935982947065e-15]], [], [[2.4492935982947065e-15, 40.0], [20.0, -1.2246467991473533e-15]]]"
17,5,0,1,"[[0.0, 0.0], [40.0, 0.0], [40.0, 80.0], [-40.0, 80.0], [-40.0, 40.0], [0.0, 40.0], [0.0, 0.0]]","[[100.0, 20.0], [100.0, 120.0], [0.0, 120.0], [0.0, 80.0], [-20.0, 80.0], [-20.0, 0.0], [80.0, 0.0], [80.0, 20.0], [100.0, 20.0]]","[[0.0, 0.0], [140.0, 0.0], [140.0, 40.0], [160.0, 40.0], [160.0, 200.0], [-20.0, 200.0], [-20.0, 180.0], [-40.0, 180.0], [-40.0, 40.0], [0.0, 40.0]]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 0]","[[], [], [[-40.0, 2.4492935982947065e-15], [1.2246467991473533e-15, 20.0]], [], [], [], [[20.0, -1.2246467991473533e-15], [-1.2246467991473533e-15, -20.0]], [], [], [[2.4492935982947065e-15, 40.0], [40.0, -2.4492935982947065e-15]]]"
